Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
push_button_switch,94.2 ± 0.2,99.1 ± 0.0,95.9 ± 0.2,96.4 ± 0.1,44.4 ± 0.4,45.8 ± 0.1,72.3 ± 0.3,49.0 ± 3.7,29.2 ± 2.1,14.7 ± 0.4,99.2 ± 0.2,99.9 ± 0.0,98.8 ± 0.3,9.3 ± 2.3,6.7 ± 2.3,1.3 ± 2.3
push_in_terminal,85.4 ± 0.6,98.0 ± 0.1,95.8 ± 0.2,97.4 ± 0.0,47.5 ± 0.3,53.5 ± 0.8,88.7 ± 0.1,59.5 ± 4.0,53.2 ± 4.7,44.3 ± 2.2,95.4 ± 1.2,99.4 ± 0.2,97.8 ± 0.0,30.4 ± 0.0,26.1 ± 0.0,17.4 ± 7.5
recorder_switch,78.0 ± 0.9,96.1 ± 0.2,94.1 ± 0.1,98.2 ± 0.1,32.8 ± 3.0,38.4 ± 2.7,82.8 ± 0.4,87.1 ± 1.2,74.5 ± 2.3,56.7 ± 2.9,82.0 ± 1.5,97.2 ± 0.3,94.6 ± 0.1,80.0 ± 8.0,61.3 ± 2.3,50.7 ± 4.6
rectangular-connector-accessories,88.4 ± 0.3,94.6 ± 0.2,88.7 ± 0.5,96.5 ± 0.1,46.5 ± 0.9,50.1 ± 0.9,88.0 ± 0.3,80.7 ± 1.2,55.9 ± 2.3,33.4 ± 1.7,95.1 ± 0.9,99.3 ± 0.1,96.9 ± 0.2,42.7 ± 4.6,30.7 ± 2.3,10.7 ± 4.6
red_terminal,90.2 ± 0.5,98.3 ± 0.1,93.6 ± 0.3,98.2 ± 0.0,68.9 ± 0.3,71.5 ± 0.3,88.2 ± 0.1,81.3 ± 2.7,56.0 ± 4.1,30.5 ± 3.7,90.2 ± 0.4,98.7 ± 0.1,95.8 ± 0.3,54.7 ± 2.3,41.3 ± 4.6,30.7 ± 2.3
retaining_ring,90.1 ± 1.3,97.8 ± 0.3,92.3 ± 0.6,81.3 ± 0.2,47.3 ± 0.3,43.8 ± 0.5,68.5 ± 0.4,76.0 ± 2.2,52.9 ± 7.2,36.4 ± 4.8,92.5 ± 1.3,99.0 ± 0.2,95.6 ± 0.6,61.3 ± 15.1,45.3 ± 6.1,25.3 ± 6.1
rheostat,81.6 ± 1.0,96.9 ± 0.2,94.4 ± 0.2,96.7 ± 0.3,46.0 ± 2.5,48.8 ± 1.4,86.0 ± 0.6,79.7 ± 1.7,63.0 ± 1.8,44.2 ± 5.1,88.0 ± 0.8,98.1 ± 0.2,96.2 ± 0.3,50.7 ± 8.3,38.7 ± 6.1,36.0 ± 4.0
rotary_position_sensor,86.9 ± 0.1,97.7 ± 0.1,93.4 ± 0.1,84.7 ± 0.2,35.4 ± 0.2,40.4 ± 0.2,68.2 ± 0.2,77.9 ± 3.0,61.7 ± 0.7,46.1 ± 1.1,94.5 ± 1.8,99.2 ± 0.2,97.4 ± 0.8,36.0 ± 10.6,28.0 ± 8.0,18.7 ± 9.2
round_twist_switch,81.0 ± 0.7,96.8 ± 0.1,93.4 ± 0.0,95.3 ± 0.2,40.4 ± 1.9,43.5 ± 1.8,61.3 ± 0.3,93.7 ± 0.8,82.3 ± 2.2,65.5 ± 3.1,87.4 ± 0.8,98.3 ± 0.1,94.6 ± 0.3,78.7 ± 2.3,70.7 ± 2.3,49.3 ± 6.1
self-lock_switch,81.5 ± 1.0,96.9 ± 0.1,94.0 ± 0.0,95.0 ± 0.0,45.3 ± 0.1,48.0 ± 0.2,80.0 ± 0.1,89.3 ± 2.5,76.3 ± 3.2,57.3 ± 4.3,85.4 ± 1.5,97.0 ± 0.5,96.4 ± 0.2,52.0 ± 8.0,38.7 ± 4.6,32.0 ± 4.0
shelf_support_module,95.7 ± 0.1,99.4 ± 0.0,97.1 ± 0.1,87.6 ± 0.2,45.5 ± 0.6,45.3 ± 0.2,71.7 ± 0.2,34.6 ± 1.6,25.4 ± 0.8,15.6 ± 1.6,98.8 ± 0.1,99.8 ± 0.0,99.0 ± 0.0,8.0 ± 0.0,8.0 ± 0.0,4.0 ± 0.0
side_press_switch,97.3 ± 0.1,99.6 ± 0.1,97.2 ± 0.2,98.6 ± 0.0,83.0 ± 0.3,76.7 ± 0.3,89.9 ± 0.3,39.2 ± 1.6,14.9 ± 0.5,5.9 ± 0.5,99.1 ± 0.3,99.8 ± 0.1,98.5 ± 0.3,13.3 ± 2.3,8.0 ± 6.9,1.3 ± 2.3
side_release_buckle,83.5 ± 0.9,97.4 ± 0.2,94.4 ± 0.1,93.9 ± 0.3,30.9 ± 1.3,36.5 ± 1.8,85.8 ± 0.4,78.5 ± 2.5,66.4 ± 2.0,45.4 ± 0.9,86.3 ± 4.3,98.0 ± 0.7,94.6 ± 0.9,78.7 ± 16.7,56.0 ± 13.9,42.7 ± 14.0
silicon_cell_sensor,79.5 ± 1.0,96.8 ± 0.2,94.3 ± 0.1,98.3 ± 0.1,51.1 ± 1.2,50.2 ± 1.0,91.0 ± 0.1,92.8 ± 1.6,85.3 ± 2.0,61.3 ± 3.8,93.9 ± 0.4,98.7 ± 0.1,98.7 ± 0.0,8.0 ± 0.0,8.0 ± 0.0,8.0 ± 0.0
sim_card_reader,96.4 ± 0.3,99.5 ± 0.1,96.3 ± 0.2,88.8 ± 0.3,62.7 ± 0.3,63.8 ± 0.1,81.4 ± 0.6,52.1 ± 3.7,20.3 ± 3.4,9.6 ± 2.4,99.6 ± 0.1,99.9 ± 0.0,99.1 ± 0.1,5.3 ± 4.6,0.0 ± 0.0,0.0 ± 0.0
single-pole_potentiometer,74.1 ± 1.1,95.3 ± 0.2,93.3 ± 0.0,93.6 ± 0.1,28.0 ± 1.3,34.6 ± 0.7,65.8 ± 0.5,97.4 ± 0.4,87.9 ± 1.5,77.5 ± 1.8,89.0 ± 1.2,98.6 ± 0.2,94.6 ± 0.1,85.3 ± 6.1,68.0 ± 0.0,49.3 ± 6.1
single_switch,83.6 ± 0.6,97.6 ± 0.1,94.1 ± 0.0,98.0 ± 0.0,58.0 ± 0.5,61.1 ± 0.6,64.7 ± 0.2,93.4 ± 1.6,86.8 ± 2.3,55.0 ± 3.3,94.0 ± 0.5,99.2 ± 0.1,95.6 ± 0.4,61.3 ± 2.3,44.0 ± 4.0,20.0 ± 4.0
slide_switch,92.7 ± 0.2,98.9 ± 0.0,96.1 ± 0.0,92.6 ± 0.1,26.2 ± 0.2,27.9 ± 0.1,60.4 ± 0.2,53.7 ± 1.6,39.8 ± 2.0,25.3 ± 0.9,99.6 ± 0.1,99.9 ± 0.0,99.7 ± 0.0,4.0 ± 0.0,4.0 ± 0.0,2.7 ± 2.3
slipper- model,88.9 ± 0.7,98.3 ± 0.1,95.1 ± 0.1,93.8 ± 0.2,54.0 ± 0.3,55.8 ± 0.3,82.2 ± 0.3,66.9 ± 1.7,51.2 ± 3.5,32.5 ± 0.9,96.4 ± 0.2,99.3 ± 0.0,99.4 ± 0.1,8.0 ± 0.0,8.0 ± 0.0,8.0 ± 0.0
small_leaf,91.3 ± 1.0,98.5 ± 0.2,93.9 ± 0.1,94.0 ± 0.5,32.7 ± 0.6,38.3 ± 0.8,82.8 ± 0.8,71.9 ± 3.6,47.4 ± 1.5,28.9 ± 3.5,96.9 ± 1.5,99.6 ± 0.2,98.2 ± 0.4,20.0 ± 6.9,17.3 ± 6.1,14.7 ± 8.3
smd_receiver_module,73.5 ± 4.0,92.4 ± 1.4,90.0 ± 0.2,90.3 ± 0.6,43.6 ± 4.8,45.1 ± 4.0,64.8 ± 1.8,86.6 ± 4.8,80.0 ± 4.3,67.5 ± 5.9,90.5 ± 7.3,98.6 ± 1.2,96.2 ± 0.5,53.3 ± 12.9,40.0 ± 24.3,33.3 ± 19.7
solderless_adapter,90.1 ± 0.5,98.7 ± 0.1,94.7 ± 0.4,94.9 ± 0.0,40.3 ± 0.1,40.4 ± 0.1,89.9 ± 0.1,78.7 ± 9.1,51.5 ± 7.3,33.1 ± 0.5,92.2 ± 2.5,98.9 ± 0.4,96.1 ± 0.2,57.3 ± 6.1,34.7 ± 8.3,24.0 ± 8.0
spherical_airstone,92.7 ± 0.4,98.8 ± 0.1,95.7 ± 0.3,95.5 ± 0.1,47.3 ± 2.1,48.2 ± 2.4,74.6 ± 0.3,50.9 ± 4.3,33.6 ± 4.4,21.4 ± 2.2,97.1 ± 0.4,99.6 ± 0.1,98.3 ± 0.3,16.7 ± 0.0,15.3 ± 2.4,12.5 ± 4.2
spring_antenna,89.4 ± 0.9,97.8 ± 0.2,93.8 ± 0.5,93.9 ± 1.8,47.9 ± 12.7,45.4 ± 12.4,87.9 ± 5.0,66.7 ± 3.8,46.9 ± 2.8,30.9 ± 2.7,88.1 ± 2.3,98.2 ± 0.3,95.3 ± 0.5,72.0 ± 6.9,50.7 ± 12.2,36.0 ± 4.0
square_terminal,96.5 ± 0.5,99.6 ± 0.1,96.2 ± 0.4,84.4 ± 0.1,56.8 ± 0.2,60.1 ± 0.2,79.5 ± 0.1,55.6 ± 1.7,24.5 ± 7.9,5.8 ± 3.0,99.9 ± 0.1,100.0 ± 0.1,99.8 ± 0.0,2.8 ± 2.4,1.4 ± 2.4,0.0 ± 0.0
steering_T-head,98.9 ± 0.4,99.8 ± 0.1,98.5 ± 0.3,98.9 ± 0.0,77.5 ± 0.2,74.1 ± 0.3,94.6 ± 0.1,13.0 ± 4.4,5.3 ± 1.8,2.1 ± 1.2,99.9 ± 0.1,100.0 ± 0.0,99.8 ± 0.3,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
steering_wheel,85.7 ± 1.1,98.0 ± 0.2,94.3 ± 0.3,98.1 ± 0.0,75.2 ± 0.4,68.9 ± 0.7,75.7 ± 0.2,82.1 ± 7.4,73.9 ± 8.8,54.1 ± 8.6,86.5 ± 0.3,98.1 ± 0.1,94.7 ± 0.1,74.7 ± 2.3,60.0 ± 12.0,42.7 ± 4.6
suction-cup,84.1 ± 0.5,96.7 ± 0.1,92.7 ± 0.1,96.2 ± 0.0,66.7 ± 0.4,64.7 ± 0.4,82.8 ± 0.1,82.8 ± 1.3,71.4 ± 1.0,49.3 ± 2.2,87.0 ± 0.7,98.2 ± 0.1,94.9 ± 0.2,80.0 ± 6.9,65.3 ± 8.3,49.3 ± 2.3
telephone_spring_switch,89.7 ± 1.1,98.6 ± 0.2,94.8 ± 0.5,94.7 ± 0.1,71.4 ± 0.3,68.4 ± 0.1,81.1 ± 0.7,72.8 ± 7.6,53.6 ± 5.0,41.1 ± 1.2,98.9 ± 0.2,99.9 ± 0.1,98.4 ± 0.5,16.0 ± 4.0,8.0 ± 0.0,1.3 ± 2.3
tension_snap_release_clip,98.5 ± 0.3,99.8 ± 0.0,98.3 ± 0.2,93.9 ± 0.1,60.8 ± 0.5,60.7 ± 0.4,89.2 ± 0.1,12.4 ± 2.8,6.0 ± 1.2,2.3 ± 0.8,99.2 ± 0.1,99.9 ± 0.1,99.5 ± 0.3,6.7 ± 2.3,6.7 ± 2.3,2.7 ± 2.3
thumbtack,93.0 ± 0.2,98.6 ± 0.0,93.8 ± 0.2,97.7 ± 0.1,48.2 ± 0.1,49.1 ± 0.2,92.4 ± 0.1,68.9 ± 3.9,41.7 ± 1.9,23.0 ± 1.7,98.1 ± 0.1,99.7 ± 0.0,98.6 ± 0.1,12.0 ± 0.0,12.0 ± 0.0,4.0 ± 0.0
thyristor,99.9 ± 0.1,100.0 ± 0.0,99.9 ± 0.1,95.8 ± 0.1,39.8 ± 0.8,40.6 ± 0.6,90.8 ± 0.2,1.3 ± 0.5,0.3 ± 0.5,0.0 ± 0.0,100.0 ± 0.0,100.0 ± 0.0,100.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
toy-tire,92.7 ± 0.3,99.0 ± 0.1,94.0 ± 0.1,95.9 ± 0.1,71.4 ± 0.4,68.5 ± 0.4,75.7 ± 0.4,77.2 ± 7.5,52.6 ± 1.5,24.2 ± 1.5,98.6 ± 0.6,99.8 ± 0.1,97.9 ± 0.7,19.4 ± 14.6,6.9 ± 6.4,1.4 ± 2.4
traceless_hair_clip,98.8 ± 0.3,99.9 ± 0.1,98.1 ± 0.4,99.2 ± 0.0,81.2 ± 0.4,76.2 ± 0.2,90.7 ± 0.1,18.5 ± 10.7,1.8 ± 0.5,0.0 ± 0.0,99.9 ± 0.1,100.0 ± 0.0,99.8 ± 0.2,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
travel_switch,84.8 ± 0.5,97.8 ± 0.1,94.7 ± 0.1,87.8 ± 0.3,32.9 ± 0.9,39.6 ± 0.9,63.4 ± 0.5,77.6 ± 2.1,66.9 ± 3.3,52.0 ± 4.2,95.8 ± 1.3,99.4 ± 0.2,97.3 ± 0.4,33.3 ± 8.3,25.3 ± 6.1,17.3 ± 4.6
travel_switch_green,93.8 ± 0.7,99.1 ± 0.1,95.6 ± 0.2,94.0 ± 0.1,43.7 ± 0.7,45.7 ± 0.6,84.9 ± 0.4,58.9 ± 3.9,38.9 ± 4.8,24.0 ± 3.2,98.9 ± 0.7,99.8 ± 0.1,99.1 ± 0.1,4.0 ± 4.0,4.0 ± 4.0,2.7 ± 2.3
tubular_key_switch,84.8 ± 1.0,97.7 ± 0.2,94.9 ± 0.2,83.2 ± 0.1,26.1 ± 0.3,26.0 ± 0.2,74.9 ± 0.1,69.9 ± 2.3,56.5 ± 5.3,44.8 ± 1.4,89.4 ± 1.1,98.4 ± 0.1,95.8 ± 0.1,58.7 ± 6.1,49.3 ± 15.1,37.3 ± 6.1
vacuum_switch,70.8 ± 0.8,95.4 ± 0.1,94.3 ± 0.1,97.6 ± 0.2,63.6 ± 0.2,62.3 ± 0.1,82.8 ± 0.9,91.5 ± 0.5,86.7 ± 0.9,81.1 ± 2.0,78.7 ± 1.8,96.6 ± 0.3,94.5 ± 0.2,85.3 ± 4.6,80.0 ± 6.9,62.7 ± 4.6
vehicle_harness_conductor,94.1 ± 0.4,99.0 ± 0.1,94.8 ± 0.3,95.8 ± 0.2,53.7 ± 1.2,56.0 ± 0.9,90.4 ± 0.3,62.1 ± 5.2,38.8 ± 2.5,16.8 ± 1.4,99.1 ± 0.3,99.9 ± 0.1,99.2 ± 0.2,4.0 ± 0.0,4.0 ± 0.0,2.7 ± 2.3
vertical-adjustable-resistor,88.7 ± 0.9,96.9 ± 0.3,91.0 ± 0.3,97.5 ± 0.2,61.6 ± 0.5,58.6 ± 0.2,90.1 ± 0.4,80.6 ± 1.3,57.4 ± 1.8,34.8 ± 5.7,92.3 ± 1.0,98.7 ± 0.2,97.3 ± 0.3,34.7 ± 6.1,18.7 ± 4.6,17.3 ± 6.1
vibration_motor,79.5 ± 0.4,95.1 ± 0.1,92.4 ± 0.1,93.7 ± 0.1,34.3 ± 0.3,42.6 ± 0.5,63.4 ± 0.4,85.2 ± 0.6,70.6 ± 1.8,50.1 ± 1.8,96.2 ± 0.5,99.5 ± 0.1,97.1 ± 0.3,36.0 ± 8.0,21.3 ± 2.3,12.0 ± 4.0
volume_potentiometer,84.8 ± 1.9,96.6 ± 0.5,92.1 ± 0.2,96.2 ± 0.2,76.9 ± 1.2,73.0 ± 1.2,78.7 ± 0.5,79.2 ± 2.8,67.4 ± 1.4,48.1 ± 3.6,92.7 ± 1.6,99.0 ± 0.2,96.3 ± 0.3,49.3 ± 2.3,32.0 ± 12.0,25.3 ± 8.3
wireless_receiver_module,71.2 ± 2.7,95.5 ± 0.5,94.1 ± 0.0,75.0 ± 0.2,37.1 ± 0.3,42.7 ± 0.3,60.6 ± 0.3,96.8 ± 1.4,87.7 ± 3.9,76.3 ± 4.5,74.9 ± 3.6,96.3 ± 0.6,94.2 ± 0.1,96.0 ± 4.0,93.3 ± 6.1,89.3 ± 4.6
Mean,88.1 ± 0.1,97.7 ± 0.0,94.7 ± 0.0,93.0 ± 0.0,52.5 ± 0.2,52.9 ± 0.2,79.4 ± 0.1,64.5 ± 0.4,49.3 ± 0.2,35.1 ± 0.3,92.6 ± 0.1,98.8 ± 0.1,97.1 ± 0.0,39.7 ± 0.5,30.3 ± 0.4,22.2 ± 0.7
